category_id	category_text
99471	建筑和装修 > 水暖器材和配件 > 恒温头
96120	建筑和装修 > 水暖器材和配件 > 灌装软管
970859738	建筑和装修 > 水暖器材和配件 > 波纹水管
970676670	建筑和装修 > 水暖器材和配件 > 水槽喷水装置
99324	建筑和装修 > 水暖器材和配件 > 搅拌机软管
96111	建筑和装修 > 水暖器材和配件 > 水暖垫片
970683193	建筑和装修 > 水暖器材和配件 > 水龙头上的传感器喷嘴
96101	建筑和装修 > 水暖器材和配件 > 楔式闸阀
970587758	建筑和装修 > 水暖器材和配件 > 净水器龙头
971109343	建筑和装修 > 水暖器材和配件 > 水力按摩设备配件
970897390	建筑和装修 > 水暖器材和配件 > 搅拌机安装底座
971086130	建筑和装修 > 水暖器材和配件 > 马桶自动冲洗装置
99469	建筑和装修 > 水暖器材和配件 > 混合单元
98992	建筑和装修 > 水暖器材和配件 > 分流器
96099	建筑和装修 > 水暖器材和配件 > 散热器阀门
92038	建筑和装修 > 水暖器材和配件 > 浴缸塞
97502	建筑和装修 > 水暖器材和配件 > 聚丙烯管
971116969	建筑和装修 > 水暖器材和配件 > 浴缸装饰把手
971047081	建筑和装修 > 水暖器材和配件 > 淋浴喷头的可更换填充物
971100744	建筑和装修 > 水暖器材和配件 > 水暖螺纹固定器
971079175	建筑和装修 > 水暖器材和配件 > 淋浴过滤器
99037	建筑和装修 > 水暖器材和配件 > 金属软管
970831226	建筑和装修 > 水暖器材和配件 > 卫浴助力传动
970964541	建筑和装修 > 水暖器材和配件 > 交联聚乙烯管
96092	建筑和装修 > 水暖器材和配件 > 散热器阀
96121	建筑和装修 > 水暖器材和配件 > 排水软管
971870659	建筑和装修 > 水暖器材和配件 > 滑动闸阀
98994	建筑和装修 > 水暖器材和配件 > 水龙头滤芯
96098	建筑和装修 > 水暖器材和配件 > 水暖阀
96105	建筑和装修 > 水暖器材和配件 > 球阀
96119	建筑和装修 > 水暖器材和配件 > 杯形反光板
17028629	建筑和装修 > 测量工具
971444192	建筑和装修 > 测量工具 > 透度计
99111	建筑和装修 > 测量工具 > 温度扫描仪
91710	建筑和装修 > 测量工具 > 测厚仪
91698	建筑和装修 > 测量工具 > 照度计
970807545	建筑和装修 > 测量工具 > 泄漏测试装置
970858631	建筑和装修 > 测量工具 > 流体流量计
97518	建筑和装修 > 测量工具 > 电流检漏仪
971118577	建筑和装修 > 测量工具 > 计量装置组件
97499	建筑和装修 > 测量工具 > 测微计
971167310	建筑和装修 > 测量工具 > 燃气表柜
91704	建筑和装修 > 测量工具 > 雷斯图斯标记
970693408	建筑和装修 > 测量工具 > 靠模样板
91707	建筑和装修 > 测量工具 > X光线硬度测定器
344082162	建筑和装修 > 测量工具 > 测量头
970973768	建筑和装修 > 测量工具 > 螺纹规
91694	建筑和装修 > 测量工具 > 测量软尺
970573155	建筑和装修 > 测量工具 > 内径规
970886027	建筑和装修 > 测量工具 > 混凝土流动性测试器
971289384	建筑和装修 > 测量工具 > 燃气表配件
91706	建筑和装修 > 测量工具 > 气体传感器
971427330	建筑和装修 > 测量工具 > 试验台
91715	建筑和装修 > 测量工具 > 卡尺
270718135	建筑和装修 > 测量工具 > 转速表
970879088	建筑和装修 > 测量工具 > 光学水平仪
970672386	建筑和装修 > 测量工具 > 折射计
970941984	建筑和装修 > 测量工具 > 比色计
971113392	建筑和装修 > 测量工具 > 温度压力计
970880684	建筑和装修 > 测量工具 > 深度计
971841741	建筑和装修 > 测量工具 > 光谱分析仪
91716	建筑和装修 > 测量工具 > 声级计
970879327	建筑和装修 > 测量工具 > 温度记录仪
970973769	建筑和装修 > 测量工具 > 真空计
91696	建筑和装修 > 测量工具 > 激光水平仪
971093303	建筑和装修 > 测量工具 > 参比电极
970858630	建筑和装修 > 测量工具 > 天然气流量计
970827182	建筑和装修 > 测量工具 > 热量计
971045335	建筑和装修 > 测量工具 > 测量配件套装
971304485	建筑和装修 > 测量工具 > 大地测量设备附件
970861042	建筑和装修 > 测量工具 > 微波辐射探测器
970671754	建筑和装修 > 测量工具 > 燃气表
91700	建筑和装修 > 测量工具 > 测锤
91699	建筑和装修 > 测量工具 > 量角规
91781	建筑和装修 > 测量工具 > 光学水平仪配件
270794717	建筑和装修 > 测量工具 > 测力器
91702	建筑和装修 > 测量工具 > 高温计
971000774	建筑和装修 > 测量工具 > 推进器/压力表
970856634	建筑和装修 > 测量工具 > 压力变送器
970861041	建筑和装修 > 测量工具 > 粒子计数器
970889085	建筑和装修 > 测量工具 > 用于测量仪器的热电偶
970973206	建筑和装修 > 测量工具 > 探伤仪
97544	建筑和装修 > 测量工具 > 用于测量间隙的探头
971038356	建筑和装修 > 测量工具 > 温度控制装置
971039261	建筑和装修 > 测量工具 > 热量计算器
970672388	建筑和装修 > 测量工具 > ORP测量仪
970883140	建筑和装修 > 测量工具 > 高度表
91712	建筑和装修 > 测量工具 > 施工水平
970672389	建筑和装修 > 测量工具 > 电导率仪
971400905	建筑和装修 > 测量工具 > 粘度计
91691	建筑和装修 > 测量工具 > 湿度表
970939576	建筑和装修 > 测量工具 > 测量探头
91697	建筑和装修 > 测量工具 > 建筑尺/角尺
970964209	建筑和装修 > 测量工具 > 测量线
94953	建筑和装修 > 测量工具 > 划线带
970957818	建筑和装修 > 测量工具 > 技术温度计
91705	建筑和装修 > 测量工具 > 盒尺
92747	建筑和装修 > 测量工具 > 土壤测量仪
970872285	建筑和装修 > 测量工具 > 硬度计
91711	建筑和装修 > 测量工具 > 量角器
971034143	建筑和装修 > 测量工具 > 孔定位器磁贴
270718140	建筑和装修 > 测量工具 > 湿度计
80196759	建筑和装修 > 排水和下水管道
970696397	建筑和装修 > 排水和下水管道 > 化粪池
971103793	建筑和装修 > 排水和下水管道 > 化粪池配件
970966961	建筑和装修 > 排水和下水管道 > 沉箱
17028653	建筑和装修 > 建筑和装修工具
970966085	建筑和装修 > 建筑和装修工具 > 冲子钉
92057	建筑和装修 > 建筑和装修工具 > 涂料滚筒刷
970943545	建筑和装修 > 建筑和装修工具 > 车床切刀
92102	建筑和装修 > 建筑和装修工具 > 密钥套件
92135	建筑和装修 > 建筑和装修工具 > 玻璃刀
970664307	建筑和装修 > 建筑和装修工具 > 管道刷
92116	建筑和装修 > 建筑和装修工具 > 手动瓷砖切割机
94781	建筑和装修 > 建筑和装修工具 > 气压截断器
971045923	建筑和装修 > 建筑和装修工具 > 钢带张紧和切割工具 
92092	建筑和装修 > 建筑和装修工具 > 手动细工锯
970848811	建筑和装修 > 建筑和装修工具 > 打标笔
970988961	建筑和装修 > 建筑和装修工具 > 手动加气混凝土切割机
92079	建筑和装修 > 建筑和装修工具 > 脱膜机
92107	建筑和装修 > 建筑和装修工具 > 手锯
92095	建筑和装修 > 建筑和装修工具 > 施工标记笔
92106	建筑和装修 > 建筑和装修工具 > 建筑剪刀
92064	建筑和装修 > 建筑和装修工具 > 钉形冲头
971151174	建筑和装修 > 建筑和装修工具 > 外墙盖拉拔器（固定式）
98560	建筑和装修 > 建筑和装修工具 > 木雕刀
970871837	建筑和装修 > 建筑和装修工具 > 涂装工具套件
971056725	建筑和装修 > 建筑和装修工具 > 弯钩机
92087	建筑和装修 > 建筑和装修工具 > 圆头钳
971369424	建筑和装修 > 建筑和装修工具 > 打标工具配件
92093	建筑和装修 > 建筑和装修工具 > 撬棍
971118629	建筑和装修 > 建筑和装修工具 > 气动折边机
92056	建筑和装修 > 建筑和装修工具 > 手钻
971113090	建筑和装修 > 建筑和装修工具 > 滚筒和刷子清洁工具
970998174	建筑和装修 > 建筑和装修工具 > 屋面框架
92078	建筑和装修 > 建筑和装修工具 > 手钳
98252	建筑和装修 > 建筑和装修工具 > 毛刺修正器
91714	建筑和装修 > 建筑和装修工具 > 打标指南针
971072658	建筑和装修 > 建筑和装修工具 > 车顶工具
97524	建筑和装修 > 建筑和装修工具 > 拾物器
92054	建筑和装修 > 建筑和装修工具 > 尖头钳
92089	建筑和装修 > 建筑和装修工具 > 锻工锤
970961565	建筑和装修 > 建筑和装修工具 > 伸缩式间隔棒
971454832	建筑和装修 > 建筑和装修工具 > 锯条开路钳
970978796	建筑和装修 > 建筑和装修工具 > 伸缩磁铁
214605477	建筑和装修 > 建筑和装修工具 > 干砌墙工装机具
92104	建筑和装修 > 建筑和装修工具 > 锉
92155	建筑和装修 > 建筑和装修工具 > 锥
971053231	建筑和装修 > 建筑和装修工具 > 火花塞螺纹修复套件
970957178	建筑和装修 > 建筑和装修工具 > 劈裂楔
92075	建筑和装修 > 建筑和装修工具 > 冲孔器
970834490	建筑和装修 > 建筑和装修工具 > 可更换的刮刀单元
92139	建筑和装修 > 建筑和装修工具 > 斜锯
971473933	建筑和装修 > 建筑和装修工具 > 钳工工作钩
92142	建筑和装修 > 建筑和装修工具 > 虎钳
94775	建筑和装修 > 建筑和装修工具 > 气动棘轮
97538	建筑和装修 > 建筑和装修工具 > 丝锥
504866191	建筑和装修 > 建筑和装修工具 > 铰刀
92110	建筑和装修 > 建筑和装修工具 > 钳子
92058	建筑和装修 > 建筑和装修工具 > 涂料托盘
92072	建筑和装修 > 建筑和装修工具 > 电缆切割工具
92074	建筑和装修 > 建筑和装修工具 > 镘刀
971407037	建筑和装修 > 建筑和装修工具 > 安装环
970675321	建筑和装修 > 建筑和装修工具 > 刺绣
92141	建筑和装修 > 建筑和装修工具 > 打磨砂纸架
92108	建筑和装修 > 建筑和装修工具 > 螺丝刀
92118	建筑和装修 > 建筑和装修工具 > 抹灰板
98242	建筑和装修 > 建筑和装修工具 > 倒角器
92090	建筑和装修 > 建筑和装修工具 > 克丝钳
92101	建筑和装修 > 建筑和装修工具 > 工具套件
92105	建筑和装修 > 建筑和装修工具 > 维修/建筑刀
94705	建筑和装修 > 建筑和装修工具 > 带锯
971113001	建筑和装修 > 建筑和装修工具 > 标记粉笔
971944825	建筑和装修 > 建筑和装修工具 > 定心头
971439139	建筑和装修 > 建筑和装修工具 > 充磁机
92143	建筑和装修 > 建筑和装修工具 > 尖嘴钳
970969913	建筑和装修 > 建筑和装修工具 > 建筑胶枪
92100	建筑和装修 > 建筑和装修工具 > 安装
970985207	建筑和装修 > 建筑和装修工具 > 手表维修工具
970800573	建筑和装修 > 建筑和装修工具 > 灌浆袋
92128	建筑和装修 > 建筑和装修工具 > 刨子
92099	建筑和装修 > 建筑和装修工具 > 锤子
97548	建筑和装修 > 建筑和装修工具 > 气动钢锯
92144	建筑和装修 > 建筑和装修工具 > 斧子
971079306	建筑和装修 > 建筑和装修工具 > 磁力焊接方头
970998176	建筑和装修 > 建筑和装修工具 > 手动板料折弯机
92137	建筑和装修 > 建筑和装修工具 > 弓形夹
92062	建筑和装修 > 建筑和装修工具 > 拔钉钳
97515	建筑和装修 > 建筑和装修工具 > 篦子
92156	建筑和装修 > 建筑和装修工具 > 铲子
970791899	建筑和装修 > 建筑和装修工具 > 找平器
92085	建筑和装修 > 建筑和装修工具 >  抹灰勺
92081	建筑和装修 > 建筑和装修工具 > 管子板牙架
970581806	建筑和装修 > 建筑和装修工具 > 园林锯
504866190	建筑和装修 > 建筑和装修工具 > 锤拱件
970827357	建筑和装修 > 建筑和装修工具 > 油漆海绵
92113	建筑和装修 > 建筑和装修工具 > 密封剂枪
92077	建筑和装修 > 建筑和装修工具 > 软锤
92150	建筑和装修 > 建筑和装修工具 > 切管机
970960608	建筑和装修 > 建筑和装修工具 > 压辊
92131	建筑和装修 > 建筑和装修工具 > 建筑刮刀
364200921	建筑和装修 > 建筑和装修工具 > 滚筒手柄
92157	建筑和装修 > 建筑和装修工具 > 建筑用刷
970681735	建筑和装修 > 建筑和装修工具 > 石膏混合物手动撒布机
970870336	建筑和装修 > 建筑和装修工具 > 安装放大镜
92103	建筑和装修 > 建筑和装修工具 > 什锦锉
970805654	建筑和装修 > 建筑和装修工具 > 建筑钉枪
96064	建筑和装修 > 建筑和装修工具 > 电动工具套件
92053	建筑和装修 > 建筑和装修工具 > 日志挂钩
92132	建筑和装修 > 建筑和装修工具 > 凿子/凿子
92071	建筑和装修 > 建筑和装修工具 > 錾子
97521	建筑和装修 > 建筑和装修工具 > 长钳/鸭嘴兽
92063	建筑和装修 > 建筑和装修工具 > 熨衣板
92112	建筑和装修 > 建筑和装修工具 > 技术镊子
970671569	建筑和装修 > 建筑和装修工具 > 气动工具包 
92147	建筑和装修 > 建筑和装修工具 > 棘轮扳手
92060	建筑和装修 > 建筑和装修工具 > 螺旋扳手
92154	建筑和装修 > 建筑和装修工具 > 画线针
970838694	建筑和装修 > 建筑和装修工具 > 扎带枪
92122	建筑和装修 > 建筑和装修工具 > 弯管弹簧
971155201	建筑和装修 > 建筑和装修工具 > 涂装配件
970740235	建筑和装修 > 建筑和装修工具 > 手动搅拌器
971048873	建筑和装修 > 建筑和装修工具 > 杠杆夹
970807558	建筑和装修 > 建筑和装修工具 > 建筑用容器
971116852	建筑和装修 > 建筑和装修工具 > 建筑切割器
92055	建筑和装修 > 建筑和装修工具 > 螺栓剪
92134	建筑和装修 > 建筑和装修工具 > 玻璃吸盘
970874523	建筑和装修 > 建筑和装修工具 > 链条铆接工具
971369941	建筑和装修 > 建筑和装修工具 > 管子清理
971747697	建筑和装修 > 建筑和装修工具 > 自承式绝缘电线离楔块
970798565	建筑和装修 > 建筑和装修工具 > 油漆过滤器漏斗
970896687	建筑和装修 > 建筑和装修工具 > 管道倒线工
92068	建筑和装修 > 建筑和装修工具 > 手动夹具
970892691	建筑和装修 > 建筑和装修工具 > 刮刀
92082	建筑和装修 > 建筑和装修工具 > 扳手
92125	建筑和装修 > 建筑和装修工具 > 粗锉
971454608	建筑和装修 > 建筑和装修工具 > 电热切割刀
92158	建筑和装修 > 建筑和装修工具 > 建筑钳
970947048	建筑和装修 > 建筑和装修工具 > 窗户安装套件
99297	建筑和装修 > 建筑和装修工具 > 铁砧
971279989	建筑和装修 > 建筑和装修工具 > 手动弯边机
971048964	建筑和装修 > 建筑和装修工具 > 吊顶神器炮钉枪（一体射钉专用）
934414943	建筑和装修 > 建筑和装修工具 > 建筑起钉器
92123	建筑和装修 > 建筑和装修工具 > 扩口器
971004513	建筑和装修 > 建筑和装修工具 > 捆扎工具
92121	建筑和装修 > 建筑和装修工具 > 打孔钳
971061664	建筑和装修 > 建筑和装修工具 > 双管胶枪
970672704	建筑和装修 > 建筑和装修工具 > 扎口机
92114	建筑和装修 > 建筑和装修工具 > 喷涂泡沫枪
970944397	建筑和装修 > 建筑和装修工具 > 钉枪
97549	建筑和装修 > 建筑和装修工具 > 气锤
92076	建筑和装修 > 建筑和装修工具 > 油画画笔
504866257	建筑和装修 > 建筑和装修工具 > 螺丝刀套装 
92149	建筑和装修 > 建筑和装修工具 > 弯管器
92119	建筑和装修 > 建筑和装修工具 > 压接钳
17028955	建筑和装修 > 散热器、对流器
96696	建筑和装修 > 散热器、对流器 > 散热器安装套件
96695	建筑和装修 > 散热器、对流器 > 地板对流器格栅
971425882	建筑和装修 > 散热器、对流器 > 加热寄存器
970806801	建筑和装修 > 散热器、对流器 > 暖气罩
970679638	建筑和装修 > 散热器、对流器 > 管状散热器
970631321	建筑和装修 > 散热器、对流器 > 加热对流器
96700	建筑和装修 > 散热器、对流器 > 分段式散热器
96697	建筑和装修 > 散热器、对流器 > 面板散热器
17028737	建筑和装修 > 卫浴设备
971168229	建筑和装修 > 卫浴设备 > 虹吸软管
94627	建筑和装修 > 卫浴设备 > 马桶配件
94636	建筑和装修 > 卫浴设备 > 虹吸管
970797081	建筑和装修 > 卫浴设备 > 马桶进水排污管
94637	建筑和装修 > 卫浴设备 > 水龙头
970702359	建筑和装修 > 卫浴设备 > 设备冲水按钮
970707316	建筑和装修 > 卫浴设备 > 卫生洁具套件
971315893	建筑和装修 > 卫浴设备 > 淋浴盆组件
97421	建筑和装修 > 卫浴设备 > 装置
970831225	建筑和装修 > 卫浴设备 > 设备安装套件
99520	建筑和装修 > 卫浴设备 > 水槽释放阀
94635	建筑和装修 > 卫浴设备 > 排水虹吸管
892800734	建筑和装修 > 卫浴设备 > 底阀
99521	建筑和装修 > 卫浴设备 > 淋浴长条地漏
94634	建筑和装修 > 卫浴设备 > 毛巾烘干机
971742026	建筑和装修 > 卫浴设备 > 小便池水龙头
87726268	建筑和装修 > 供水与工程管道
96102	建筑和装修 > 供水与工程管道 > 水暖歧管
971162360	建筑和装修 > 供水与工程管道 > 液压分流器
96103	建筑和装修 > 供水与工程管道 > 收集器组
971395960	建筑和装修 > 供水与工程管道 > 加热系统支管
971738627	建筑和装修 > 供水与工程管道 > 收集器组件
970827709	建筑和装修 > 供水与工程管道 > 安全阀
970743746	建筑和装修 > 供水与工程管道 > 聚集管柜
971326612	建筑和装修 > 供水与工程管道 > 阀门伸缩杆
96118	建筑和装修 > 供水与工程管道 > 水暖配件
19863187	建筑和装修 > 地布
970991742	建筑和装修 > 地布 > 踢脚线配件
970855236	建筑和装修 > 地布 > 片式地板
970672225	建筑和装修 > 地布 > 橡胶地砖
971807923	建筑和装修 > 地布 > 格栅板
971053798	建筑和装修 > 地布 > 曲木板胶合板
115950808	建筑和装修 > 地布 > 踢脚线
971278448	建筑和装修 > 地布 > 复合角
970834647	建筑和装修 > 地布 > 无缝橡胶铺面
99318	建筑和装修 > 地布 > 复合板
971110201	建筑和装修 > 地布 > 切割油毡
97567	建筑和装修 > 地布 > 海量板
971278449	建筑和装修 > 地布 > 复合托梁
970797781	建筑和装修 > 地布 > 地面门槛
970578154	建筑和装修 > 地布 > PVC瓷砖
971061663	建筑和装修 > 地布 > 聚合板
115950809	建筑和装修 > 地布 > 地板垫层
97564	建筑和装修 > 地布 > 油毡
970996980	建筑和装修 > 地布 > 露台地板配件
970684612	建筑和装修 > 地布 > 卷装橡胶铺面
97565	建筑和装修 > 地布 > 强化木地板
97568	建筑和装修 > 地布 > 满铺地毯
970950653	建筑和装修 > 地布 > 露台板
970689894	建筑和装修 > 地布 > 工程板
97566	建筑和装修 > 地布 > 软木地板
62673869	建筑和装修 > 临时围栏
97412	建筑和装修 > 临时围栏 > 应急围栏
17027913	建筑和装修 > 梯子和折梯
94520	建筑和装修 > 梯子和折梯 > 折梯
94519	建筑和装修 > 梯子和折梯 > 脚手架
94517	建筑和装修 > 梯子和折梯 > 脚手架塔
863153711	建筑和装修 > 梯子和折梯 > 建筑高跷
99321	建筑和装修 > 梯子和折梯 > 固定梯子
971324458	建筑和装修 > 梯子和折梯 > 阁楼楼梯
971076471	建筑和装修 > 梯子和折梯 > 建筑架
970998255	建筑和装修 > 梯子和折梯 > 楼梯和脚手架组件
88317021	建筑和装修 > 气动工具
94886	建筑和装修 > 气动工具 > 气动喷枪
94783	建筑和装修 > 气动工具 > 电动螺丝刀
98590	建筑和装修 > 气动工具 > 喷漆枪枪头
94887	建筑和装修 > 气动工具 > 喷漆枪
95839	建筑和装修 > 气动工具 > 防护涂料喷枪
17028744	建筑和装修 > 地暖
630154642	建筑和装修 > 地暖 > 管道导入油封
99468	建筑和装修 > 地暖 > 加热垫
970960210	建筑和装修 > 地暖 > 保暖踢脚线
95401	建筑和装修 > 地暖 > 地暖
970826285	建筑和装修 > 地暖 > 加热网
800397032	建筑和装修 > 地暖 > 地暖温度传感器
970960211	建筑和装修 > 地暖 > 暖色踢脚线零件
800397033	建筑和装修 > 地暖 > 地板采暖安装附加套件
86491405	建筑和装修 > 检修门
98295	建筑和装修 > 检修门 > 检查舱口
59477295	建筑和装修 > 墙板
801143463	建筑和装修 > 墙板 > 墙板
971280315	建筑和装修 > 墙板 > 墙面装饰板
971150589	建筑和装修 > 墙板 > 立面面板附件
970961819	建筑和装修 > 墙板 > 墙面软木涂料
970702731	建筑和装修 > 墙板 > 护墙板
888911126	建筑和装修 > 墙板 > 厨房墙围
17028941	建筑和装修 > 家用照明
97448	建筑和装修 > 家用照明 > 背光
91665	建筑和装修 > 家用照明 > 灯带
91642	建筑和装修 > 家用照明 > 灯笼套装
970829685	建筑和装修 > 家用照明 > LED矩阵
504866302	建筑和装修 > 家用照明 > 聚光灯
970672702	建筑和装修 > 家用照明 > LED蜡烛
504866282	建筑和装修 > 家用照明 > 盐灯
91637	建筑和装修 > 家用照明 > 台灯
272925539	建筑和装修 > 家用照明 > 灯光控制器
91670	建筑和装修 > 家用照明 > 路灯
970701978	建筑和装修 > 家用照明 > RGB信号增强器
970867643	建筑和装修 > 家用照明 > 熔岩灯
970628985	建筑和装修 > 家用照明 > 串灯
91647	建筑和装修 > 家用照明 > 墙灯
504866303	建筑和装修 > 家用照明 > 轨道灯具
971434442	建筑和装修 > 家用照明 > 吊灯
970882847	建筑和装修 > 家用照明 > 等离子球灯
970876433	建筑和装修 > 家用照明 > 3D灯具
91645	建筑和装修 > 家用照明 > 落地灯
970858581	建筑和装修 > 家用照明 > 背光套件
91646	建筑和装修 > 家用照明 > 壁灯和吸顶灯
971094263	建筑和装修 > 家用照明 > DMX解码器
971431258	建筑和装修 > 家用照明 > 显示屏灯条
971108184	建筑和装修 > 家用照明 > 灯带延长线
756237456	建筑和装修 > 家用照明 > 照明内嵌轨道
91639	建筑和装修 > 家用照明 > 色彩疗法灯
970589574	建筑和装修 > 家用照明 > 吊灯
17028734	建筑和装修 > 工具耗材
971095445	建筑和装修 > 工具耗材 > 磨料清洁剂
971095451	建筑和装修 > 工具耗材 > 磨头
863783610	建筑和装修 > 工具耗材 > 瓷砖切割机
971315195	建筑和装修 > 工具耗材 > 铣刀刀片
94949	建筑和装修 > 工具耗材 > 杯形砂轮
94947	建筑和装修 > 工具耗材 > 铣刀
94917	建筑和装修 > 工具耗材 > 锯片
94925	建筑和装修 > 工具耗材 > 磨料片
94920	建筑和装修 > 工具耗材 > 美工刀片
94936	建筑和装修 > 工具耗材 > 亚麻布
94940	建筑和装修 > 工具耗材 > 钻头
971081399	建筑和装修 > 工具耗材 > 钢丝绒
94922	建筑和装修 > 工具耗材 > 锯条
98491	建筑和装修 > 工具耗材 > 刨刀
97520	建筑和装修 > 工具耗材 > 剥光盘
94912	建筑和装修 > 工具耗材 > 开孔器
94919	建筑和装修 > 工具耗材 > 砂轮
971015948	建筑和装修 > 工具耗材 > 刷式磨光机刷子
94909	建筑和装修 > 工具耗材 > 胶棒
970851106	建筑和装修 > 工具耗材 > 管子割刀切割滚轮
94916	建筑和装修 > 工具耗材 > 切割片
94942	建筑和装修 > 工具耗材 > 磨料网
94913	建筑和装修 > 工具耗材 > 钢丝刷
92070	建筑和装修 > 工具耗材 > 扩孔钻
94948	建筑和装修 > 工具耗材 > 锯链
971364942	建筑和装修 > 工具耗材 > 滚筒清理填料
94882	建筑和装修 > 工具耗材 > 钻头卡盘
99514	建筑和装修 > 工具耗材 > 法兰克福
639026110	建筑和装修 > 工具耗材 > 铣刀替换刀片
94870	建筑和装修 > 工具耗材 > 打磨海绵
94905	建筑和装修 > 工具耗材 > 钻机
970826290	建筑和装修 > 工具耗材 > 金刚石盘
971049471	建筑和装修 > 工具耗材 > 抛光套件
94923	建筑和装修 > 工具耗材 > 研磨胶带
98244	建筑和装修 > 工具耗材 > 手磨板
200000167	建筑和装修 > 结构材料
971433262	建筑和装修 > 结构材料 > 结构材料
81865080	建筑和装修 > 装饰和雕塑
970854091	建筑和装修 > 装饰和雕塑 > 灰泥装饰元素
970806789	建筑和装修 > 装饰和雕塑 > 天花板吊顶踢脚线
970709772	建筑和装修 > 装饰和雕塑 > 墙面造型
970939145	建筑和装修 > 装饰和雕塑 > 锻造元件
87570190	建筑和装修 > 聚碳酸酯和有机玻璃
971058288	建筑和装修 > 聚碳酸酯和有机玻璃 > 聚乙烯板材 
970905416	建筑和装修 > 聚碳酸酯和有机玻璃 > 聚碳酸酯成型品
970825251	建筑和装修 > 聚碳酸酯和有机玻璃 > 多孔聚碳酸酯
971073464	建筑和装修 > 聚碳酸酯和有机玻璃 > 聚酯片材
970825249	建筑和装修 > 聚碳酸酯和有机玻璃 > 实心阳光板
971058289	建筑和装修 > 聚碳酸酯和有机玻璃 > 聚苯乙烯板材 
970941853	建筑和装修 > 聚碳酸酯和有机玻璃 > 有机玻璃
270390131	建筑和装修 > 聚碳酸酯和有机玻璃 > 聚丙烯片材
971158879	建筑和装修 > 聚碳酸酯和有机玻璃 > 聚氯乙烯发泡板材
43429707	建筑和装修 > 室内间壁
971035163	建筑和装修 > 室内间壁 > 房间隔断
88913160	建筑和装修 > 木材和板材
970853823	建筑和装修 > 木材和板材 > 木质纤维板
970853798	建筑和装修 > 木材和板材 > 胶合板
971360771	建筑和装修 > 木材和板材 > 高密度纤维板
970853825	建筑和装修 > 木材和板材 > 定向纤维板
970853824	建筑和装修 > 木材和板材 > 刨花板
17027490	古董和收藏品
17028994	古董和收藏品 > 收藏品
95872	古董和收藏品 > 收藏品 > 杂志文件夹
93831	古董和收藏品 > 收藏品 > 纸币，收藏用有价证券
971426905	古董和收藏品 > 收藏品 > 收藏地毯
971093594	古董和收藏品 > 收藏品 > 昆虫标本收藏
96297	古董和收藏品 > 收藏品 > 旗帜，收藏用三角旗
971196253	古董和收藏品 > 收藏品 > 化石
93853	古董和收藏品 > 收藏品 > 收藏品护理用品
93841	古董和收藏品 > 收藏品 > 收藏用奖章
115945355	古董和收藏品 > 收藏品 > 收藏家工具
93834	古董和收藏品 > 收藏品 > 收藏徽章
95870	古董和收藏品 > 收藏品 > 收藏品套装
971214469	古董和收藏品 > 收藏品 > 题词
970619421	古董和收藏品 > 收藏品 > 可收藏娃娃
93840	古董和收藏品 > 收藏品 > 收藏用邮票
970678575	古董和收藏品 > 收藏品 > 收藏卡
970671899	古董和收藏品 > 收藏品 > 收藏品雕像
93842	古董和收藏品 > 收藏品 > 收藏品模型
970801724	古董和收藏品 > 收藏品 > 矿物，收藏用晶体
971096874	古董和收藏品 > 收藏品 > 收藏通行证
95869	古董和收藏品 > 收藏品 > DeAgostini图书 
970689718	古董和收藏品 > 收藏品 > 收藏贴纸
970724788	古董和收藏品 > 收藏品 > 收集勺子
971437112	古董和收藏品 > 收藏品 > 收藏火柴盒/标签
93833	古董和收藏品 > 收藏品 > 收藏纪念章
93830	古董和收藏品 > 收藏品 > 收藏品收纳配件
97163	古董和收藏品 > 收藏品 > 明信片，收藏用信封
93844	古董和收藏品 > 收藏品 > 收藏用钱币
17028993	古董和收藏品 > 古玩和复古
970667734	古董和收藏品 > 古玩和复古 > 复古印刷
96298	古董和收藏品 > 古玩和复古 > 古董/复古玩具及游戏
971895579	古董和收藏品 > 古玩和复古 > 古董/复古测量仪器
971281191	古董和收藏品 > 古玩和复古 > 古董/复古医疗设备
96402	古董和收藏品 > 古玩和复古 > 古董/复古纺织品
971909502	古董和收藏品 > 古玩和复古 > 古董/复古宗教用具
95866	古董和收藏品 > 古玩和复古 > 古董/复古杂志
971909334	古董和收藏品 > 古玩和复古 > 古董/复古吸烟用品
970619208	古董和收藏品 > 古玩和复古 > 古董/复古手表
971895690	古董和收藏品 > 古玩和复古 > 古董/复古随身饰品
971045359	古董和收藏品 > 古玩和复古 > 古董/复古军史文物/物品
970752274	古董和收藏品 > 古玩和复古 > 古董/复古家用品
970619199	古董和收藏品 > 古玩和复古 > 古董/复古家具
971004415	古董和收藏品 > 古玩和复古 > 古董/复古手工艺工具
971907960	古董和收藏品 > 古玩和复古 > 古董/复古装饰
96386	古董和收藏品 > 古玩和复古 > 室内装饰品 古董/复古
970619133	古董和收藏品 > 古玩和复古 > 古董/复古照明装置
96341	古董和收藏品 > 古玩和复古 > 古董/复古厨房用具
971909157	古董和收藏品 > 古玩和复古 > 古董/复古办公用品
96283	古董和收藏品 > 古玩和复古 > 古董/复古五金器具
970619094	古董和收藏品 > 古玩和复古 > 古董/复古餐饮器具
17027493	小百货和配饰
17027904	小百货和配饰 > 配饰
94046	小百货和配饰 > 配饰 > 手提箱套
